Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range;Overload
-1.0491943359375;93.5894007637095;-0.0001898193359375;-1.04949951171875;188;1 mA;
-1.04812622070313;93.8030237631701;-0.00018804931640625;-1.04888916015625;189;1 mA;
-1.04705810546875;94.0166467626308;-0.00018438720703125;-1.04827880859375;190;1 mA;
-1.04598999023438;94.2302697620914;-0.000182373046875;-1.0479736328125;191;1 mA;
-1.044921875;94.4438927615521;-0.0001812744140625;-1.04583740234375;192;1 mA;
-1.04385375976563;94.6575157610127;-0.0001776123046875;-1.04522705078125;193;1 mA;
-1.04278564453125;94.8711387604734;-0.000175567626953125;-1.04156494140625;194;1 mA;
-1.04171752929688;95.0847617599341;-0.00017401123046875;-1.04217529296875;195;1 mA;
-1.0406494140625;95.2983847593947;-0.000171112060546875;-1.0418701171875;196;1 mA;
-1.03958129882813;95.5120077588554;-0.000168548583984375;-1.0400390625;197;1 mA;
-1.03851318359375;95.725630758316;-0.00016748046875;-1.038818359375;198;1 mA;
-1.03744506835938;95.9392537577767;-0.0001646728515625;-1.03729248046875;199;1 mA;
-1.036376953125;96.1528767572373;-0.000161956787109375;-1.03607177734375;200;1 mA;
-1.03530883789063;96.366499756698;-0.00016107177734375;-1.03607177734375;201;1 mA;
-1.03424072265625;96.5801227561586;-0.000158203125;-1.03363037109375;202;1 mA;
-1.03317260742188;96.7937457556193;-0.000155181884765625;-1.03271484375;203;1 mA;
-1.0321044921875;97.0073687550799;-0.000154388427734375;-1.03302001953125;204;1 mA;
-1.03103637695313;97.2209917545406;-0.000152008056640625;-1.031494140625;205;1 mA;
-1.02996826171875;97.4346147540012;-0.00014923095703125;-1.03118896484375;206;1 mA;
-1.02890014648438;97.6482377534619;-0.000148284912109375;-1.029052734375;207;1 mA;
-1.02783203125;97.8618607529226;-0.0001463623046875;-1.02813720703125;208;1 mA;
-1.02676391601563;98.0754837523832;-0.000143157958984375;-1.02630615234375;209;1 mA;
-1.02569580078125;98.2891067518439;-0.000142425537109375;-1.02508544921875;210;1 mA;
-1.02462768554688;98.5027297513045;-0.00014044189453125;-1.02447509765625;211;1 mA;
-1.0235595703125;98.7163527507652;-0.000137451171875;-1.024169921875;212;1 mA;
-1.02249145507813;98.9299757502258;-0.000136505126953125;-1.02386474609375;213;1 mA;
-1.02142333984375;99.1435987496865;-0.00013555908203125;-1.02203369140625;214;1 mA;
-1.02035522460938;99.3572217491471;-0.000132659912109375;-1.01898193359375;215;1 mA;
-1.019287109375;99.5708447486078;-0.0001314697265625;-1.0198974609375;216;1 mA;
-1.01821899414063;99.7844677480684;-0.00013055419921875;-1.01806640625;217;1 mA;
-1.01715087890625;99.9980907475291;-0.0001278076171875;-1.016845703125;218;1 mA;
-1.01608276367188;100.21171374699;-0.00012640380859375;-1.016845703125;219;1 mA;
-1.0150146484375;100.42533674645;-0.000125885009765625;-1.01593017578125;220;1 mA;
-1.01394653320313;100.638959745911;-0.00012310791015625;-1.01348876953125;221;1 mA;
-1.01287841796875;100.852582745372;-0.000121368408203125;-1.01531982421875;222;1 mA;
-1.01181030273438;101.066205744832;-0.000121063232421875;-1.011962890625;223;1 mA;
-1.0107421875;101.279828744293;-0.000119049072265625;-1.01165771484375;224;1 mA;
-1.00967407226563;101.493451743754;-0.000116729736328125;-1.0101318359375;225;1 mA;
-1.00860595703125;101.707074743214;-0.000116729736328125;-1.00982666015625;226;1 mA;
-1.00753784179688;101.920697742675;-0.000114715576171875;-1.00921630859375;227;1 mA;
-1.0064697265625;102.134320742136;-0.000112457275390625;-1.00677490234375;228;1 mA;
-1.00540161132813;102.347943741596;-0.000112152099609375;-1.007080078125;229;1 mA;
-1.00433349609375;102.561566741057;-0.00011053466796875;-1.00555419921875;230;1 mA;
-1.00326538085938;102.775189740518;-0.00010858154296875;-1.0040283203125;231;1 mA;
-1.002197265625;102.988812739978;-0.000109100341796875;-1.00311279296875;232;1 mA;
-1.00112915039063;103.202435739439;-0.000106719970703125;-1.002197265625;233;1 mA;
-1.00006103515625;103.4160587389;-0.00010455322265625;-1.00128173828125;234;1 mA;
-0.998992919921875;103.62968173836;-0.000104095458984375;-0.999755859375;235;1 mA;
-0.9979248046875;103.843304737821;-0.000103179931640625;-0.99853515625;236;1 mA;
-0.996856689453125;104.056927737282;-0.0001004638671875;-0.99700927734375;237;1 mA;
-0.99578857421875;104.270550736742;-0.000100128173828125;-0.994873046875;238;1 mA;
-0.994720458984375;104.484173736203;-9.8480224609375E-05;-0.99578857421875;239;1 mA;
-0.99365234375;104.697796735663;-9.6832275390625E-05;-0.9942626953125;240;1 mA;
-0.992584228515625;104.911419735124;-9.5489501953125E-05;-0.9942626953125;241;1 mA;
-0.99151611328125;105.125042734585;-9.50927734375E-05;-0.992431640625;242;1 mA;
-0.990447998046875;105.338665734045;-9.2803955078125E-05;-0.9912109375;243;1 mA;
-0.9893798828125;105.552288733506;-9.1949462890625E-05;-0.98968505859375;244;100 µA;
-0.988311767578125;105.765911732967;-9.185791015625E-05;-0.98876953125;245;100 µA;
-0.98724365234375;105.979534732427;-8.941650390625E-05;-0.98846435546875;246;100 µA;
-0.986175537109375;106.193157731888;-8.7615966796875E-05;-0.98724365234375;247;100 µA;
-0.985107421875;106.406780731349;-8.7860107421875E-05;-0.98602294921875;248;100 µA;
-0.984039306640625;106.620403730809;-8.5968017578125E-05;-0.98480224609375;249;100 µA;
-0.98297119140625;106.83402673027;-8.38623046875E-05;-0.98388671875;250;100 µA;
-0.981903076171875;107.047649729731;-8.3892822265625E-05;-0.98175048828125;251;100 µA;
-0.9808349609375;107.261272729191;-8.3160400390625E-05;-0.9832763671875;252;100 µA;
-0.979766845703125;107.474895728652;-8.04443359375E-05;-0.980224609375;253;100 µA;
-0.97869873046875;107.688518728113;-8.087158203125E-05;-0.9783935546875;254;100 µA;
-0.977630615234375;107.902141727573;-8.0078125E-05;-0.97869873046875;255;100 µA;
-0.9765625;108.115764727034;-7.806396484375E-05;-0.97808837890625;256;100 µA;
-0.975494384765625;108.329387726495;-7.75146484375E-05;-0.97503662109375;257;100 µA;
-0.97442626953125;108.543010725955;-7.6507568359375E-05;-0.97503662109375;258;100 µA;
-0.973358154296875;108.756633725416;-7.379150390625E-05;-0.97412109375;259;100 µA;
-0.9722900390625;108.970256724877;-7.379150390625E-05;-0.97381591796875;260;100 µA;
-0.971221923828125;109.183879724337;-7.3150634765625E-05;-0.972900390625;261;100 µA;
-0.97015380859375;109.397502723798;-7.049560546875E-05;-0.9698486328125;262;100 µA;
-0.969085693359375;109.611125723259;-6.988525390625E-05;-0.970458984375;263;100 µA;
-0.968017578125;109.824748722719;-6.99462890625E-05;-0.96832275390625;264;100 µA;
-0.966949462890625;110.03837172218;-6.7413330078125E-05;-0.96832275390625;265;100 µA;
-0.96588134765625;110.25199472164;-6.6253662109375E-05;-0.9661865234375;266;100 µA;
-0.964813232421875;110.465617721101;-6.6162109375E-05;-0.96527099609375;267;100 µA;
-0.9637451171875;110.679240720562;-6.4117431640625E-05;-0.96343994140625;268;100 µA;
-0.962677001953125;110.892863720022;-6.243896484375E-05;-0.963134765625;269;100 µA;
-0.96160888671875;111.106486719483;-6.2835693359375E-05;-0.96221923828125;270;100 µA;
-0.960540771484375;111.320109718944;-6.085205078125E-05;-0.9600830078125;271;100 µA;
-0.95947265625;111.533732718404;-5.8990478515625E-05;-0.960693359375;272;100 µA;
-0.958404541015625;111.747355717865;-5.926513671875E-05;-0.95947265625;273;100 µA;
-0.95733642578125;111.960978717326;-5.792236328125E-05;-0.9588623046875;274;100 µA;
-0.956268310546875;112.174601716786;-5.523681640625E-05;-0.95733642578125;275;100 µA;
-0.9552001953125;112.388224716247;-5.5694580078125E-05;-0.95611572265625;276;100 µA;
-0.954132080078125;112.601847715708;-5.43212890625E-05;-0.95428466796875;277;100 µA;
-0.95306396484375;112.815470715168;-5.2154541015625E-05;-0.9539794921875;278;100 µA;
-0.951995849609375;113.029093714629;-5.2215576171875E-05;-0.9527587890625;279;100 µA;
-0.950927734375;113.24271671409;-5.1513671875E-05;-0.95123291015625;280;100 µA;
-0.949859619140625;113.45633971355;-4.8980712890625E-05;-0.9503173828125;281;100 µA;
-0.94879150390625;113.669962713011;-4.8980712890625E-05;-0.9490966796875;282;100 µA;
-0.947723388671875;113.883585712472;-4.8553466796875E-05;-0.94818115234375;283;100 µA;
-0.9466552734375;114.097208711932;-4.5989990234375E-05;-0.9466552734375;284;100 µA;
-0.945587158203125;114.310831711393;-4.534912109375E-05;-0.94635009765625;285;100 µA;
-0.94451904296875;114.524454710854;-4.534912109375E-05;-0.9454345703125;286;100 µA;
-0.943450927734375;114.738077710314;-4.2877197265625E-05;-0.9442138671875;287;100 µA;
-0.9423828125;114.951700709775;-4.254150390625E-05;-0.94329833984375;288;100 µA;
-0.941314697265625;115.165323709236;-4.19921875E-05;-0.9417724609375;289;100 µA;
-0.94024658203125;115.378946708696;-4.00390625E-05;-0.941162109375;290;100 µA;
-0.939178466796875;115.592569708157;-3.8787841796875E-05;-0.93994140625;291;100 µA;
-0.9381103515625;115.806192707617;-3.9276123046875E-05;-0.938720703125;292;100 µA;
-0.937042236328125;116.019815707078;-3.74755859375E-05;-0.93719482421875;293;100 µA;
-0.93597412109375;116.233438706539;-3.5614013671875E-05;-0.93597412109375;294;100 µA;
-0.934906005859375;116.447061705999;-3.5888671875E-05;-0.93505859375;295;100 µA;
-0.933837890625;116.66068470546;-3.472900390625E-05;-0.93475341796875;296;100 µA;
-0.932769775390625;116.874307704921;-3.2318115234375E-05;-0.93353271484375;297;100 µA;
-0.93170166015625;117.087930704381;-3.2745361328125E-05;-0.93231201171875;298;100 µA;
-0.930633544921875;117.301553703842;-3.1524658203125E-05;-0.9320068359375;299;100 µA;
-0.9295654296875;117.515176703303;-2.9571533203125E-05;-0.92987060546875;300;100 µA;
-0.928497314453125;117.728799702763;-2.947998046875E-05;-0.9295654296875;301;100 µA;
-0.92742919921875;117.942422702224;-2.8717041015625E-05;-0.927734375;302;100 µA;
-0.926361083984375;118.156045701685;-2.6336669921875E-05;-0.9271240234375;303;100 µA;
-0.92529296875;118.369668701145;-2.6702880859375E-05;-0.926513671875;304;100 µA;
-0.924224853515625;118.583291700606;-2.5909423828125E-05;-0.92620849609375;305;100 µA;
-0.92315673828125;118.796914700067;-2.3651123046875E-05;-0.92437744140625;306;100 µA;
-0.922088623046875;119.010537699527;-2.3223876953125E-05;-0.92193603515625;307;100 µA;
-0.9210205078125;119.224160698988;-2.33154296875E-05;-0.92193603515625;308;100 µA;
-0.919952392578125;119.437783698449;-2.0843505859375E-05;-0.92071533203125;309;100 µA;
-0.91888427734375;119.651406697909;-2.069091796875E-05;-0.92071533203125;310;100 µA;
-0.917816162109375;119.86502969737;-2.03857421875E-05;-0.91827392578125;311;100 µA;
-0.916748046875;120.078652696831;-1.8646240234375E-05;-0.9173583984375;312;100 µA;
-0.915679931640625;120.292275696291;-1.7547607421875E-05;-0.9161376953125;313;100 µA;
-0.91461181640625;120.505898695752;-1.7608642578125E-05;-0.91522216796875;314;100 µA;
-0.913543701171875;120.719521695213;-1.5960693359375E-05;-0.91552734375;315;100 µA;
-0.9124755859375;120.933144694673;-1.4862060546875E-05;-0.9130859375;316;100 µA;
-0.911407470703125;121.146767694134;-1.55029296875E-05;-0.91278076171875;317;100 µA;
-0.91033935546875;121.360390693594;-1.42822265625E-05;-0.91156005859375;318;100 µA;
-0.909271240234375;121.574013693055;-1.2451171875E-05;-0.91064453125;319;100 µA;
-0.908203125;121.787636692516;-1.3092041015625E-05;-0.9088134765625;320;100 µA;
