Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range
-0.820770263671875;897.13573373495;9.5977783203125E-07;-0.82183837890625;355;1 µA
-0.8197021484375;897.349356734411;6.707763671875E-07;-0.82061767578125;356;1 µA
-0.818634033203125;897.562979733871;8.0413818359375E-07;-0.81939697265625;357;1 µA
-0.81756591796875;897.776602733332;1.302490234375E-06;-0.81787109375;358;1 µA
-0.816497802734375;897.990225732793;1.02447509765625E-06;-0.8172607421875;359;1 µA
-0.8154296875;898.203848732253;1.04583740234375E-06;-0.81634521484375;360;1 µA
-0.814361572265625;898.417471731714;1.55303955078125E-06;-0.81329345703125;361;1 µA
-0.81329345703125;898.631094731175;1.35009765625E-06;-0.814208984375;362;1 µA
-0.812225341796875;898.844717730635;1.3897705078125E-06;-0.81329345703125;363;1 µA
-0.8111572265625;899.058340730096;1.822509765625E-06;-0.81298828125;364;1 µA
-0.810089111328125;899.271963729557;1.7034912109375E-06;-0.811767578125;365;1 µA
-0.80902099609375;899.485586729017;1.6912841796875E-06;-0.80963134765625;366;1 µA
-0.807952880859375;899.699209728478;2.11456298828125E-06;-0.8099365234375;367;1 µA
-0.806884765625;899.912832727939;2.05474853515625E-06;-0.80810546875;368;1 µA
-0.805816650390625;900.126455727399;1.99188232421875E-06;-0.8062744140625;369;1 µA
-0.80474853515625;900.34007872686;2.39990234375E-06;-0.804443359375;370;1 µA
-0.803680419921875;900.55370172632;2.52349853515625E-06;-0.80474853515625;371;1 µA
-0.8026123046875;900.767324725781;2.23968505859375E-06;-0.80413818359375;372;1 µA
-0.801544189453125;900.980947725242;2.46612548828125E-06;-0.8026123046875;373;1 µA
-0.80047607421875;901.194570724702;2.82623291015625E-06;-0.80230712890625;374;1 µA
-0.799407958984375;901.408193724163;2.56317138671875E-06;-0.799560546875;375;1 µA
-0.79833984375;901.621816723624;2.69378662109375E-06;-0.799560546875;376;1 µA
-0.797271728515625;901.835439723084;3.150634765625E-06;-0.79833984375;377;1 µA
-0.79620361328125;902.049062722545;2.8619384765625E-06;-0.7977294921875;378;1 µA
-0.795135498046875;902.262685722006;3.00445556640625E-06;-0.79620361328125;379;1 µA
-0.7940673828125;902.476308721466;3.45916748046875E-06;-0.79437255859375;380;1 µA
-0.792999267578125;902.689931720927;3.21197509765625E-06;-0.79437255859375;381;1 µA
-0.79193115234375;902.903554720388;3.3038330078125E-06;-0.7916259765625;382;1 µA
-0.790863037109375;903.117177719848;3.78875732421875E-06;-0.79132080078125;383;1 µA
-0.789794921875;903.330800719309;3.54339599609375E-06;-0.79010009765625;384;1 µA
-0.788726806640625;903.54442371877;3.65142822265625E-06;-0.78857421875;385;1 µA
-0.78765869140625;903.75804671823;4.117431640625E-06;-0.789794921875;386;1 µA
-0.786590576171875;903.971669717691;7.8857421875E-06;-0.7879638671875;387;10 µA
-0.7855224609375;904.185292717152;7.33642578125E-06;-0.7867431640625;388;10 µA
-0.784454345703125;904.398915716612;8.1878662109375E-06;-0.78460693359375;389;10 µA
-0.78338623046875;904.612538716073;8.63037109375E-06;-0.78399658203125;390;10 µA
-0.782318115234375;904.826161715534;8.0322265625E-06;-0.78277587890625;391;10 µA
-0.78125;905.039784714994;8.7646484375E-06;-0.7818603515625;392;10 µA
-0.780181884765625;905.253407714455;9.4482421875E-06;-0.78155517578125;393;10 µA
-0.77911376953125;905.467030713916;8.8653564453125E-06;-0.780029296875;394;10 µA
-0.778045654296875;905.680653713376;9.5367431640625E-06;-0.777587890625;395;10 µA
-0.7769775390625;905.894276712837;1.04766845703125E-05;-0.777587890625;396;10 µA
-0.775909423828125;906.107899712297;9.661865234375E-06;-0.77728271484375;397;10 µA
-0.77484130859375;906.321522711758;1.0064697265625E-05;-0.7757568359375;398;10 µA
-0.773773193359375;906.535145711219;1.1407470703125E-05;-0.7757568359375;399;10 µA
-0.772705078125;906.748768710679;1.0467529296875E-05;-0.77423095703125;400;10 µA
-0.771636962890625;906.96239171014;1.085205078125E-05;-0.77239990234375;401;10 µA
-0.77056884765625;907.176014709601;1.18865966796875E-05;-0.77117919921875;402;10 µA
-0.769500732421875;907.389637709061;1.165771484375E-05;-0.76873779296875;403;10 µA
-0.7684326171875;907.603260708522;1.15997314453125E-05;-0.76904296875;404;10 µA
-0.767364501953125;907.816883707983;1.27349853515625E-05;-0.76812744140625;405;10 µA
-0.76629638671875;908.030506707443;1.2359619140625E-05;-0.76812744140625;406;10 µA
-0.765228271484375;908.244129706904;1.2237548828125E-05;-0.7666015625;407;10 µA
-0.76416015625;908.457752706365;1.33880615234375E-05;-0.765380859375;408;10 µA
-0.763092041015625;908.671375705825;1.32904052734375E-05;-0.7635498046875;409;10 µA
-0.76202392578125;908.884998705286;1.265869140625E-05;-0.76263427734375;410;10 µA
-0.760955810546875;909.098621704747;1.409912109375E-05;-0.76171875;411;10 µA
-0.7598876953125;909.312244704207;1.41021728515625E-05;-0.75897216796875;412;10 µA
-0.758819580078125;909.525867703668;1.35467529296875E-05;-0.75958251953125;413;10 µA
-0.75775146484375;909.739490703129;1.4459228515625E-05;-0.75897216796875;414;10 µA
-0.756683349609375;909.953113702589;1.45599365234375E-05;-0.7574462890625;415;10 µA
-0.755615234375;910.16673670205;1.40228271484375E-05;-0.75714111328125;416;10 µA
-0.754547119140625;910.380359701511;1.4874267578125E-05;-0.75439453125;417;10 µA
-0.75347900390625;910.593982700971;1.51092529296875E-05;-0.75439453125;418;10 µA
-0.752410888671875;910.807605700432;1.47003173828125E-05;-0.7525634765625;419;10 µA
-0.7513427734375;911.021228699893;1.5362548828125E-05;-0.751953125;420;10 µA
-0.750274658203125;911.234851699353;1.61285400390625E-05;-0.74951171875;421;10 µA
-0.74920654296875;911.448474698814;1.52862548828125E-05;-0.749359130859375;422;10 µA
-0.748138427734375;911.662097698274;1.5667724609375E-05;-0.747100830078125;423;10 µA
-0.7470703125;911.875720697735;1.6741943359375E-05;-0.746856689453125;424;10 µA
-0.746002197265625;912.089343697196;1.5869140625E-05;-0.746063232421875;425;10 µA
-0.74493408203125;912.302966696656;1.591796875E-05;-0.7454833984375;426;10 µA
-0.743865966796875;912.516589696117;1.70501708984375E-05;-0.743011474609375;427;10 µA
-0.7427978515625;912.730212695578;1.64703369140625E-05;-0.7427978515625;428;10 µA
-0.741729736328125;912.943835695038;1.64764404296875E-05;-0.74169921875;429;10 µA
-0.74066162109375;913.157458694499;1.74041748046875E-05;-0.74029541015625;430;10 µA
-0.739593505859375;913.37108169396;1.69830322265625E-05;-0.739654541015625;431;10 µA
-0.738525390625;913.58470469342;1.68182373046875E-05;-0.738616943359375;432;10 µA
-0.737457275390625;913.798327692881;1.77642822265625E-05;-0.73687744140625;433;10 µA
-0.73638916015625;914.011950692342;1.75689697265625E-05;-0.7374267578125;434;10 µA
-0.735321044921875;914.225573691802;1.6943359375E-05;-0.73504638671875;435;10 µA
-0.7342529296875;914.439196691263;1.81884765625E-05;-0.734100341796875;436;10 µA
-0.733184814453125;914.652819690724;1.79718017578125E-05;-0.733306884765625;437;10 µA
-0.73211669921875;914.866442690184;1.73065185546875E-05;-0.73260498046875;438;10 µA
-0.731048583984375;915.080065689645;1.82952880859375E-05;-0.730804443359375;439;10 µA
-0.72998046875;915.293688689106;1.8402099609375E-05;-0.729522705078125;440;10 µA
-0.728912353515625;915.507311688566;1.79351806640625E-05;-0.728271484375;441;10 µA
-0.72784423828125;915.720934688027;1.866455078125E-05;-0.727264404296875;442;10 µA
-0.726776123046875;915.934557687488;1.91162109375E-05;-0.72625732421875;443;10 µA
-0.7257080078125;916.148180686948;1.8585205078125E-05;-0.72528076171875;444;10 µA
-0.724639892578125;916.361803686409;1.92138671875E-05;-0.724761962890625;445;10 µA
-0.72357177734375;916.57542668587;1.95953369140625E-05;-0.723175048828125;446;10 µA
-0.722503662109375;916.78904968533;1.87652587890625E-05;-0.722198486328125;447;10 µA
-0.721435546875;917.002672684791;1.9073486328125E-05;-0.721893310546875;448;10 µA
-0.720367431640625;917.216295684251;2.02056884765625E-05;-0.720184326171875;449;10 µA
-0.71929931640625;917.429918683712;1.95648193359375E-05;-0.71905517578125;450;10 µA
-0.718231201171875;917.643541683173;1.9464111328125E-05;-0.718719482421875;451;10 µA
-0.7171630859375;917.857164682633;2.0465087890625E-05;-0.716552734375;452;10 µA
-0.716094970703125;918.070787682094;2.03094482421875E-05;-0.716064453125;453;10 µA
-0.71502685546875;918.284410681555;2.02667236328125E-05;-0.714508056640625;454;10 µA
-0.713958740234375;918.498033681015;2.115478515625E-05;-0.71337890625;455;10 µA
-0.712890625;918.711656680476;2.09014892578125E-05;-0.7125244140625;456;10 µA
-0.711822509765625;918.925279679937;2.08282470703125E-05;-0.7110595703125;457;10 µA
-0.71075439453125;919.138902679397;2.198486328125E-05;-0.710784912109375;458;10 µA
-0.709686279296875;919.352525678858;2.22564697265625E-05;-0.709625244140625;459;10 µA
-0.7086181640625;919.566148678319;2.1417236328125E-05;-0.7083740234375;460;10 µA
-0.707550048828125;919.779771677779;2.22808837890625E-05;-0.708343505859375;461;10 µA
-0.70648193359375;919.99339467724;2.23358154296875E-05;-0.7061767578125;462;10 µA
-0.705413818359375;920.207017676701;2.1942138671875E-05;-0.70489501953125;463;10 µA
-0.704345703125;920.420640676161;2.31903076171875E-05;-0.704345703125;464;10 µA
-0.703277587890625;920.634263675622;2.34405517578125E-05;-0.702667236328125;465;10 µA
-0.70220947265625;920.847886675083;2.32757568359375E-05;-0.701812744140625;466;10 µA
-0.701141357421875;921.061509674543;2.38311767578125E-05;-0.700775146484375;467;10 µA
-0.7000732421875;921.275132674004;2.42279052734375E-05;-0.70037841796875;468;10 µA
-0.699005126953125;921.488755673465;2.35076904296875E-05;-0.699127197265625;469;10 µA
-0.69793701171875;921.702378672925;2.39410400390625E-05;-0.697418212890625;470;10 µA
-0.696868896484375;921.916001672386;2.51861572265625E-05;-0.697296142578125;471;10 µA
-0.69580078125;922.129624671847;2.4273681640625E-05;-0.695648193359375;472;10 µA
-0.694732666015625;922.343247671307;2.452392578125E-05;-0.694732666015625;473;10 µA
-0.69366455078125;922.556870670768;2.57598876953125E-05;-0.693939208984375;474;10 µA
-0.692596435546875;922.770493670228;2.5555419921875E-05;-0.69219970703125;475;10 µA
-0.6915283203125;922.984116669689;2.53387451171875E-05;-0.691558837890625;476;10 µA
-0.690460205078125;923.19773966915;2.58697509765625E-05;-0.689605712890625;477;10 µA
-0.68939208984375;923.41136266861;2.625732421875E-05;-0.68975830078125;478;10 µA
-0.688323974609375;923.624985668071;2.57965087890625E-05;-0.68682861328125;479;10 µA
-0.687255859375;923.838608667532;2.681884765625E-05;-0.68695068359375;480;10 µA
-0.686187744140625;924.052231666992;2.6995849609375E-05;-0.686004638671875;481;10 µA
-0.68511962890625;924.265854666453;2.6025390625E-05;-0.6849365234375;482;10 µA
-0.684051513671875;924.479477665914;2.72186279296875E-05;-0.682861328125;483;10 µA
-0.6829833984375;924.693100665374;2.821044921875E-05;-0.682769775390625;484;10 µA
-0.681915283203125;924.906723664835;2.767333984375E-05;-0.6817626953125;485;10 µA
-0.68084716796875;925.120346664296;2.89215087890625E-05;-0.6812744140625;486;10 µA
-0.679779052734375;925.333969663756;2.92938232421875E-05;-0.679595947265625;487;10 µA
-0.6787109375;925.547592663217;2.906494140625E-05;-0.6787109375;488;10 µA
-0.677642822265625;925.761215662678;2.97882080078125E-05;-0.67889404296875;489;10 µA
-0.67657470703125;925.974838662138;3.05389404296875E-05;-0.6768798828125;490;10 µA
-0.675506591796875;926.188461661599;3.01666259765625E-05;-0.67510986328125;491;10 µA
-0.6744384765625;926.40208466106;3.0572509765625E-05;-0.67449951171875;492;10 µA
-0.673370361328125;926.61570766052;3.1671142578125E-05;-0.673431396484375;493;10 µA
-0.67230224609375;926.829330659981;3.148193359375E-05;-0.671844482421875;494;10 µA
-0.671234130859375;927.042953659442;3.18939208984375E-05;-0.6702880859375;495;10 µA
-0.670166015625;927.256576658902;3.23638916015625E-05;-0.6700439453125;496;10 µA
-0.669097900390625;927.470199658363;3.2427978515625E-05;-0.669158935546875;497;10 µA
-0.66802978515625;927.683822657824;3.26507568359375E-05;-0.66717529296875;498;10 µA
-0.666961669921875;927.897445657284;3.33587646484375E-05;-0.6661376953125;499;10 µA
-0.6658935546875;928.111068656745;3.34808349609375E-05;-0.665252685546875;500;10 µA
-0.664825439453125;928.324691656205;3.36700439453125E-05;-0.664886474609375;501;10 µA
-0.66375732421875;928.538314655666;3.507080078125E-05;-0.663299560546875;502;10 µA
-0.662689208984375;928.751937655127;3.52569580078125E-05;-0.663665771484375;503;10 µA
-0.66162109375;928.965560654587;3.46466064453125E-05;-0.66278076171875;504;10 µA
-0.660552978515625;929.179183654048;3.65509033203125E-05;-0.66064453125;505;10 µA
-0.65948486328125;929.392806653509;3.64471435546875E-05;-0.659027099609375;506;10 µA
-0.658416748046875;929.606429652969;3.61785888671875E-05;-0.65802001953125;507;10 µA
-0.6573486328125;929.82005265243;3.76922607421875E-05;-0.656951904296875;508;10 µA
-0.656280517578125;930.033675651891;3.839111328125E-05;-0.655975341796875;509;10 µA
-0.65521240234375;930.247298651351;3.81866455078125E-05;-0.655303955078125;510;10 µA
-0.654144287109375;930.460921650812;3.95782470703125E-05;-0.653656005859375;511;10 µA
-0.653076171875;930.674544650273;4.0484619140625E-05;-0.652923583984375;512;10 µA
-0.652008056640625;930.888167649733;4.0069580078125E-05;-0.6513671875;513;100 µA
-0.65093994140625;931.101790649194;4.1290283203125E-05;-0.651214599609375;514;100 µA
-0.649871826171875;931.315413648655;4.254150390625E-05;-0.65020751953125;515;100 µA
-0.6488037109375;931.529036648115;4.278564453125E-05;-0.648651123046875;516;100 µA
-0.647735595703125;931.742659647576;4.376220703125E-05;-0.646331787109375;517;100 µA
-0.64666748046875;931.956282647037;4.541015625E-05;-0.64630126953125;518;100 µA
-0.645599365234375;932.169905646497;4.571533203125E-05;-0.6446533203125;519;100 µA
-0.64453125;932.383528645958;4.6630859375E-05;-0.644012451171875;520;100 µA
-0.643463134765625;932.597151645419;4.8614501953125E-05;-0.644683837890625;521;100 µA
-0.64239501953125;932.810774644879;4.9285888671875E-05;-0.642242431640625;522;100 µA
-0.641326904296875;933.02439764434;5.0323486328125E-05;-0.640838623046875;523;100 µA
-0.6402587890625;933.238020643801;5.206298828125E-05;-0.640167236328125;524;100 µA
-0.639190673828125;933.451643643261;5.2978515625E-05;-0.63909912109375;525;100 µA
-0.63812255859375;933.665266642722;5.3802490234375E-05;-0.637908935546875;526;100 µA
-0.637054443359375;933.878889642182;5.5908203125E-05;-0.6363525390625;527;100 µA
-0.635986328125;934.092512641643;5.694580078125E-05;-0.635955810546875;528;100 µA
-0.634918212890625;934.306135641104;5.7769775390625E-05;-0.63568115234375;529;100 µA
-0.63385009765625;934.519758640564;6.036376953125E-05;-0.633270263671875;530;100 µA
-0.632781982421875;934.733381640025;6.170654296875E-05;-0.632904052734375;531;100 µA
-0.6317138671875;934.947004639486;6.2835693359375E-05;-0.631927490234375;532;100 µA
-0.630645751953125;935.160627638946;6.512451171875E-05;-0.631317138671875;533;100 µA
-0.62957763671875;935.374250638407;6.6925048828125E-05;-0.629547119140625;534;100 µA
-0.628509521484375;935.587873637868;6.8511962890625E-05;-0.627716064453125;535;100 µA
-0.62744140625;935.801496637328;7.0709228515625E-05;-0.62786865234375;536;100 µA
-0.626373291015625;936.015119636789;7.3211669921875E-05;-0.627044677734375;537;100 µA
-0.62530517578125;936.22874263625;7.3974609375E-05;-0.625152587890625;538;100 µA
-0.624237060546875;936.44236563571;7.6446533203125E-05;-0.623260498046875;539;100 µA
-0.6231689453125;936.655988635171;7.89794921875E-05;-0.622955322265625;540;100 µA
-0.622100830078125;936.869611634632;8.026123046875E-05;-0.62225341796875;541;100 µA
-0.62103271484375;937.083234634092;8.270263671875E-05;-0.62078857421875;542;100 µA
-0.619964599609375;937.296857633553;8.5662841796875E-05;-0.61993408203125;543;100 µA
-0.618896484375;937.510480633014;8.7127685546875E-05;-0.61962890625;544;100 µA
-0.617828369140625;937.724103632474;8.984375E-05;-0.616973876953125;545;100 µA
-0.61676025390625;937.937726631935;9.3231201171875E-05;-0.616973876953125;546;100 µA
-0.615692138671875;938.151349631396;9.539794921875E-05;-0.61572265625;547;100 µA
-0.6146240234375;938.364972630856;9.8114013671875E-05;-0.614654541015625;548;100 µA
-0.613555908203125;938.578595630317;0.000102081298828125;-0.61407470703125;549;100 µA
-0.61248779296875;938.792218629777;0.00010455322265625;-0.612335205078125;550;100 µA
-0.611419677734375;939.005841629238;0.000107330322265625;-0.61151123046875;551;100 µA
-0.6103515625;939.219464628699;0.0001114501953125;-0.610076904296875;552;100 µA
-0.609283447265625;939.433087628159;0.0001148681640625;-0.608734130859375;553;100 µA
-0.60821533203125;939.64671062762;0.000117584228515625;-0.608612060546875;554;100 µA
-0.607147216796875;939.860333627081;0.00012249755859375;-0.6064453125;555;100 µA
-0.6060791015625;940.073956626541;0.00012615966796875;-0.604766845703125;556;100 µA
-0.605010986328125;940.287579626002;0.0001297607421875;-0.605224609375;557;100 µA
-0.60394287109375;940.501202625463;0.000134674072265625;-0.603759765625;558;100 µA
-0.602874755859375;940.714825624923;0.0001392822265625;-0.60333251953125;559;100 µA
-0.601806640625;940.928448624384;0.00014300537109375;-0.601318359375;560;100 µA
-0.600738525390625;941.142071623845;0.00014849853515625;-0.6002197265625;561;100 µA
-0.59967041015625;941.355694623305;0.000153961181640625;-0.5994873046875;562;100 µA
-0.598602294921875;941.569317622766;0.0001583251953125;-0.599029541015625;563;100 µA
-0.5975341796875;941.782940622227;0.0001639404296875;-0.5987548828125;564;100 µA
-0.596466064453125;941.996563621687;0.00017041015625;-0.5966796875;565;100 µA
-0.59539794921875;942.210186621148;0.0001751708984375;-0.5946044921875;566;100 µA
-0.594329833984375;942.423809620609;0.0001815185546875;-0.593048095703125;567;100 µA
-0.59326171875;942.637432620069;0.0001884765625;-0.593505859375;568;100 µA
-0.592193603515625;942.85105561953;0.000194366455078125;-0.591827392578125;569;100 µA
-0.59112548828125;943.064678618991;0.000200927734375;-0.59100341796875;570;100 µA
-0.590057373046875;943.278301618451;0.00020904541015625;-0.58984375;571;100 µA
-0.5889892578125;943.491924617912;0.00021527099609375;-0.5887451171875;572;100 µA
-0.587921142578125;943.705547617373;0.0002227783203125;-0.58782958984375;573;100 µA
-0.58685302734375;943.919170616833;0.000231048583984375;-0.58673095703125;574;100 µA
-0.585784912109375;944.132793616294;0.00023834228515625;-0.585845947265625;575;100 µA
-0.584716796875;944.346416615754;0.00024591064453125;-0.584686279296875;576;100 µA
-0.583648681640625;944.560039615215;0.000255828857421875;-0.58367919921875;577;100 µA
-0.58258056640625;944.773662614676;0.000264373779296875;-0.58251953125;578;100 µA
-0.581512451171875;944.987285614136;0.0002724609375;-0.579864501953125;579;100 µA
-0.5804443359375;945.200908613597;0.000282470703125;-0.580535888671875;580;100 µA
-0.579376220703125;945.414531613058;0.00029229736328125;-0.5792236328125;581;100 µA
-0.57830810546875;945.628154612518;0.000300933837890625;-0.577911376953125;582;100 µA
-0.577239990234375;945.841777611979;0.0003116455078125;-0.57745361328125;583;100 µA
-0.576171875;946.05540061144;0.000321380615234375;-0.5760498046875;584;100 µA
-0.575103759765625;946.2690236109;0.000331695556640625;-0.575164794921875;585;100 µA
-0.57403564453125;946.482646610361;0.00034283447265625;-0.57421875;586;100 µA
-0.572967529296875;946.696269609822;0.000354583740234375;-0.571807861328125;587;100 µA
-0.5718994140625;946.909892609282;0.00036456298828125;-0.571563720703125;588;100 µA
-0.570831298828125;947.123515608743;0.00037628173828125;-0.570068359375;589;100 µA
-0.56976318359375;947.337138608204;0.000388702392578125;-0.57012939453125;590;100 µA
-0.568695068359375;947.550761607664;0.000399444580078125;-0.56817626953125;591;100 µA
-0.567626953125;947.764384607125;0.000411346435546875;-0.567169189453125;592;100 µA
-0.566558837890625;947.978007606586;0.00042425537109375;-0.566925048828125;593;1 mA
-0.56549072265625;948.191630606046;0.000437255859375;-0.564910888671875;594;1 mA
-0.564422607421875;948.405253605507;0.000450469970703125;-0.564300537109375;595;1 mA
-0.5633544921875;948.618876604968;0.00046417236328125;-0.562957763671875;596;1 mA
-0.562286376953125;948.832499604428;0.00047698974609375;-0.561279296875;597;1 mA
-0.56121826171875;949.046122603889;0.00049102783203125;-0.5614013671875;598;1 mA
-0.560150146484375;949.25974560335;0.00050628662109375;-0.5596923828125;599;1 mA
-0.55908203125;949.47336860281;0.0005194091796875;-0.558563232421875;600;1 mA
-0.558013916015625;949.686991602271;0.00053375244140625;-0.55804443359375;601;1 mA
-0.55694580078125;949.900614601731;0.00054931640625;-0.556671142578125;602;1 mA
-0.555877685546875;950.114237601192;0.00056488037109375;-0.55560302734375;603;1 mA
-0.5548095703125;950.327860600653;0.0005792236328125;-0.554290771484375;604;1 mA
-0.553741455078125;950.541483600113;0.00059600830078125;-0.552490234375;605;1 mA
-0.55267333984375;950.755106599574;0.000611572265625;-0.55224609375;606;1 mA
-0.551605224609375;950.968729599035;0.0006268310546875;-0.5513916015625;607;1 mA
-0.550537109375;951.182352598495;0.00064361572265625;-0.54864501953125;608;1 mA
-0.549468994140625;951.395975597956;0.00066070556640625;-0.549560546875;609;1 mA
-0.54840087890625;951.609598597417;0.00067657470703125;-0.54791259765625;610;1 mA
-0.547332763671875;951.823221596877;0.0006939697265625;-0.5478515625;611;1 mA
-0.5462646484375;952.036844596338;0.000711669921875;-0.545867919921875;612;1 mA
-0.545196533203125;952.250467595799;0.00072906494140625;-0.54443359375;613;1 mA
-0.54412841796875;952.464090595259;0.0007470703125;-0.543731689453125;614;1 mA
-0.543060302734375;952.67771359472;0.0007666015625;-0.542816162109375;615;1 mA
-0.5419921875;952.891336594181;0.00078338623046875;-0.542144775390625;616;1 mA
-0.540924072265625;953.104959593641;0.00080352783203125;-0.5399169921875;617;1 mA
-0.53985595703125;953.318582593102;0.0008233642578125;-0.538970947265625;618;1 mA
-0.538787841796875;953.532205592563;0.00084228515625;-0.538970947265625;619;1 mA
-0.5377197265625;953.745828592023;0.0008612060546875;-0.537811279296875;620;1 mA
-0.536651611328125;953.959451591484;0.00088287353515625;-0.536773681640625;621;1 mA
-0.53558349609375;954.173074590945;0.0009027099609375;-0.535675048828125;622;1 mA
-0.534515380859375;954.386697590405;0.00092254638671875;-0.535247802734375;623;1 mA
-0.533447265625;954.600320589866;0.00094390869140625;-0.53338623046875;624;1 mA
-0.532379150390625;954.813943589327;0.0009649658203125;-0.532257080078125;625;1 mA
-0.53131103515625;955.027566588787;0.00098602294921875;-0.531494140625;626;1 mA
-0.530242919921875;955.241189588248;0.0010089111328125;-0.530670166015625;627;1 mA
-0.5291748046875;955.454812587708;0.00102996826171875;-0.529998779296875;628;1 mA
-0.528106689453125;955.668435587169;0.0010516357421875;-0.528350830078125;629;1 mA
-0.52703857421875;955.88205858663;0.001075439453125;-0.52655029296875;630;1 mA
-0.525970458984375;956.09568158609;0.00109893798828125;-0.524810791015625;631;1 mA
-0.52490234375;956.309304585551;0.0011199951171875;-0.52484130859375;632;1 mA
-0.523834228515625;956.522927585012;0.00114501953125;-0.5235595703125;633;1 mA
-0.52276611328125;956.736550584472;0.0011688232421875;-0.522705078125;634;1 mA
-0.521697998046875;956.950173583933;0.0011920166015625;-0.52166748046875;635;1 mA
-0.5206298828125;957.163796583394;0.00121551513671875;-0.520263671875;636;1 mA
-0.519561767578125;957.377419582854;0.00124114990234375;-0.519989013671875;637;1 mA
-0.51849365234375;957.591042582315;0.00126434326171875;-0.517730712890625;638;1 mA
-0.517425537109375;957.804665581776;0.00128936767578125;-0.516693115234375;639;1 mA
-0.516357421875;958.018288581236;0.001314697265625;-0.51611328125;640;1 mA
-0.515289306640625;958.231911580697;0.00134002685546875;-0.515228271484375;641;1 mA
-0.51422119140625;958.445534580158;0.00136505126953125;-0.515167236328125;642;1 mA
-0.513153076171875;958.659157579618;0.00139190673828125;-0.51312255859375;643;1 mA
-0.5120849609375;958.872780579079;0.00141693115234375;-0.510986328125;644;1 mA
-0.511016845703125;959.08640357854;0.00144256591796875;-0.5107421875;645;1 mA
-0.50994873046875;959.300026578;0.0014691162109375;-0.510101318359375;646;1 mA
-0.508880615234375;959.513649577461;0.00149505615234375;-0.50726318359375;647;1 mA
-0.5078125;959.727272576922;0.0015191650390625;-0.508026123046875;648;1 mA
-0.506744384765625;959.940895576382;0.00154876708984375;-0.50604248046875;649;1 mA
-0.50567626953125;960.154518575843;0.001575927734375;-0.505035400390625;650;1 mA
-0.504608154296875;960.368141575304;0.00160308837890625;-0.50433349609375;651;1 mA
-0.5035400390625;960.581764574764;0.00163055419921875;-0.503662109375;652;1 mA
-0.502471923828125;960.795387574225;0.0016595458984375;-0.50244140625;653;1 mA
-0.50140380859375;961.009010573685;0.00168609619140625;-0.501434326171875;654;1 mA
-0.500335693359375;961.222633573146;0.00171478271484375;-0.499359130859375;655;1 mA
-0.499267578125;961.436256572607;0.0017431640625;-0.499267578125;656;1 mA
