Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range
-0.983123779296875;864.665037816931;-1.700439453125E-05;-0.9832763671875;203;100 µA
-0.9820556640625;864.878660816391;-1.72454833984375E-05;-0.9844970703125;204;100 µA
-0.980987548828125;865.092283815852;-1.70745849609375E-05;-0.98236083984375;205;100 µA
-0.97991943359375;865.305906815313;-1.66046142578125E-05;-0.9796142578125;206;100 µA
-0.978851318359375;865.519529814773;-1.66656494140625E-05;-0.9796142578125;207;100 µA
-0.977783203125;865.733152814234;-1.66778564453125E-05;-0.97900390625;208;100 µA
-0.976715087890625;865.946775813695;-1.632080078125E-05;-0.97808837890625;209;100 µA
-0.97564697265625;866.160398813155;-1.63909912109375E-05;-0.97564697265625;210;100 µA
-0.974578857421875;866.374021812616;-1.6326904296875E-05;-0.9747314453125;211;100 µA
-0.9735107421875;866.587644812077;-1.5850830078125E-05;-0.97412109375;212;100 µA
-0.972442626953125;866.801267811537;-1.583251953125E-05;-0.972900390625;213;100 µA
-0.97137451171875;867.014890810998;-1.5985107421875E-05;-0.97259521484375;214;100 µA
-0.970306396484375;867.228513810458;-1.54510498046875E-05;-0.97076416015625;215;100 µA
-0.96923828125;867.442136809919;-1.53778076171875E-05;-0.96954345703125;216;100 µA
-0.968170166015625;867.65575980938;-1.55914306640625E-05;-0.96954345703125;217;100 µA
-0.96710205078125;867.86938280884;-1.51947021484375E-05;-0.96832275390625;218;100 µA
-0.966033935546875;868.083005808301;-1.49871826171875E-05;-0.9674072265625;219;100 µA
-0.9649658203125;868.296628807762;-1.51153564453125E-05;-0.9661865234375;220;100 µA
-0.963897705078125;868.510251807222;-1.4801025390625E-05;-0.96435546875;221;100 µA
-0.96282958984375;868.723874806683;-1.463623046875E-05;-0.96282958984375;222;100 µA
-0.961761474609375;868.937497806144;-1.4862060546875E-05;-0.9625244140625;223;100 µA
-0.960693359375;869.151120805604;-1.45965576171875E-05;-0.9613037109375;224;100 µA
-0.959625244140625;869.364743805065;-1.4190673828125E-05;-0.96038818359375;225;100 µA
-0.95855712890625;869.578366804526;-1.44805908203125E-05;-0.9588623046875;226;100 µA
-0.957489013671875;869.791989803986;-1.4306640625E-05;-0.95672607421875;227;100 µA
-0.9564208984375;870.005612803447;-1.37939453125E-05;-0.95703125;228;100 µA
-0.955352783203125;870.219235802908;-1.4080810546875E-05;-0.95672607421875;229;100 µA
-0.95428466796875;870.432858802368;-1.397705078125E-05;-0.95550537109375;230;100 µA
-0.953216552734375;870.646481801829;-1.346435546875E-05;-0.95306396484375;231;100 µA
-0.9521484375;870.86010480129;-1.36962890625E-05;-0.9521484375;232;100 µA
-0.951080322265625;871.07372780075;-1.35406494140625E-05;-0.9515380859375;233;100 µA
-0.95001220703125;871.287350800211;-1.32080078125E-05;-0.9503173828125;234;100 µA
