Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range;Overload
-1.14532470703125;1042.53512836785;-9.0789794921875E-05;-1.1444091796875;98;100 µA;
-1.14425659179688;1042.74875136731;-8.9691162109375E-05;-1.1444091796875;99;100 µA;
-1.1431884765625;1042.96237436677;-8.82568359375E-05;-1.14349365234375;100;100 µA;
-1.14212036132813;1043.17599736623;-8.7127685546875E-05;-1.1431884765625;101;100 µA;
-1.14105224609375;1043.38962036569;-8.612060546875E-05;-1.14044189453125;102;100 µA;
-1.13998413085938;1043.60324336516;-8.45947265625E-05;-1.13983154296875;103;100 µA;
-1.138916015625;1043.81686636462;-8.36181640625E-05;-1.13922119140625;104;100 µA;
-1.13784790039063;1044.03048936408;-8.2977294921875E-05;-1.1370849609375;105;100 µA;
-1.13677978515625;1044.24411236354;-8.1207275390625E-05;-1.13739013671875;106;100 µA;
-1.13571166992188;1044.457735363;-8.013916015625E-05;-1.1358642578125;107;100 µA;
-1.1346435546875;1044.67135836246;-7.9620361328125E-05;-1.1346435546875;108;100 µA;
-1.13357543945313;1044.88498136192;-7.80029296875E-05;-1.1346435546875;109;100 µA;
-1.13250732421875;1045.09860436138;-7.7056884765625E-05;-1.13311767578125;110;100 µA;
-1.13143920898438;1045.31222736084;-7.647705078125E-05;-1.13128662109375;111;100 µA;
-1.13037109375;1045.5258503603;-7.513427734375E-05;-1.131591796875;112;100 µA;
-1.12930297851563;1045.73947335976;-7.403564453125E-05;-1.13006591796875;113;100 µA;
-1.12823486328125;1045.95309635922;-7.3486328125E-05;-1.12823486328125;114;100 µA;
-1.12716674804688;1046.16671935868;-7.2265625E-05;-1.1273193359375;115;100 µA;
-1.1260986328125;1046.38034235814;-7.1258544921875E-05;-1.12518310546875;116;100 µA;
-1.12503051757813;1046.5939653576;-7.0831298828125E-05;-1.12579345703125;117;100 µA;
-1.12396240234375;1046.80758835707;-6.9580078125E-05;-1.12457275390625;118;100 µA;
-1.12289428710938;1047.02121135653;-6.87255859375E-05;-1.1236572265625;119;100 µA;
-1.121826171875;1047.23483435599;-6.8328857421875E-05;-1.12213134765625;120;100 µA;
-1.12075805664063;1047.44845735545;-6.72607421875E-05;-1.12152099609375;121;100 µA;
-1.11968994140625;1047.66208035491;-6.5948486328125E-05;-1.12030029296875;122;100 µA;
-1.11862182617188;1047.87570335437;-6.5948486328125E-05;-1.11907958984375;123;100 µA;
-1.1175537109375;1048.08932635383;-6.500244140625E-05;-1.1181640625;124;100 µA;
-1.11648559570313;1048.30294935329;-6.35986328125E-05;-1.116943359375;125;100 µA;
-1.11541748046875;1048.51657235275;-6.353759765625E-05;-1.11663818359375;126;100 µA;
-1.11434936523438;1048.73019535221;-6.280517578125E-05;-1.1151123046875;127;100 µA;
-1.11328125;1048.94381835167;-6.1553955078125E-05;-1.114501953125;128;100 µA;
-1.11221313476563;1049.15744135113;-6.1187744140625E-05;-1.11297607421875;129;100 µA;
-1.11114501953125;1049.37106435059;-6.0577392578125E-05;-1.11236572265625;130;100 µA;
-1.11007690429688;1049.58468735005;-5.938720703125E-05;-1.11083984375;131;100 µA;
-1.1090087890625;1049.79831034951;-5.902099609375E-05;-1.10992431640625;132;100 µA;
-1.10794067382813;1050.01193334897;-5.8837890625E-05;-1.10809326171875;133;100 µA;
-1.10687255859375;1050.22555634844;-5.7708740234375E-05;-1.10687255859375;134;100 µA;
-1.10580444335938;1050.4391793479;-5.743408203125E-05;-1.10626220703125;135;100 µA;
-1.104736328125;1050.65280234736;-5.67626953125E-05;-1.10626220703125;136;100 µA;
-1.10366821289063;1050.86642534682;-5.5694580078125E-05;-1.10504150390625;137;100 µA;
-1.10260009765625;1051.08004834628;-5.5145263671875E-05;-1.103515625;138;100 µA;
-1.10153198242188;1051.29367134574;-5.474853515625E-05;-1.1004638671875;139;100 µA;
-1.1004638671875;1051.5072943452;-5.3558349609375E-05;-1.10076904296875;140;100 µA;
-1.09939575195313;1051.72091734466;-5.31005859375E-05;-1.09954833984375;141;100 µA;
-1.09832763671875;1051.93454034412;-5.2978515625E-05;-1.09832763671875;142;100 µA;
-1.09725952148438;1052.14816334358;-5.18798828125E-05;-1.09771728515625;143;100 µA;
-1.09619140625;1052.36178634304;-5.1513671875E-05;-1.09710693359375;144;100 µA;
-1.09512329101563;1052.5754093425;-5.1361083984375E-05;-1.09619140625;145;100 µA;
-1.09405517578125;1052.78903234196;-5.047607421875E-05;-1.094970703125;146;100 µA;
-1.09298706054688;1053.00265534142;-4.9835205078125E-05;-1.09283447265625;147;100 µA;
-1.0919189453125;1053.21627834088;-4.974365234375E-05;-1.09161376953125;148;100 µA;
-1.09085083007813;1053.42990134035;-4.89501953125E-05;-1.09283447265625;149;100 µA;
-1.08978271484375;1053.64352433981;-4.840087890625E-05;-1.09130859375;150;100 µA;
-1.08871459960938;1053.85714733927;-4.833984375E-05;-1.08917236328125;151;100 µA;
-1.087646484375;1054.07077033873;-4.7698974609375E-05;-1.0870361328125;152;100 µA;
-1.08657836914063;1054.28439333819;-4.69970703125E-05;-1.08673095703125;153;100 µA;
-1.08551025390625;1054.49801633765;-4.6875E-05;-1.0870361328125;154;100 µA;
-1.08444213867188;1054.71163933711;-4.632568359375E-05;-1.08612060546875;155;100 µA;
-1.0833740234375;1054.92526233657;-4.5501708984375E-05;-1.083984375;156;100 µA;
-1.08230590820313;1055.13888533603;-4.5562744140625E-05;-1.082763671875;157;100 µA;
-1.08123779296875;1055.35250833549;-4.5135498046875E-05;-1.08245849609375;158;100 µA;
-1.08016967773438;1055.56613133495;-4.4158935546875E-05;-1.08123779296875;159;100 µA;
-1.0791015625;1055.77975433441;-4.4403076171875E-05;-1.08001708984375;160;100 µA;
-1.07803344726563;1055.99337733387;-4.388427734375E-05;-1.0784912109375;161;100 µA;
-1.07696533203125;1056.20700033333;-4.3060302734375E-05;-1.07666015625;162;100 µA;
-1.07589721679688;1056.42062333279;-4.315185546875E-05;-1.0772705078125;163;100 µA;
-1.0748291015625;1056.63424633225;-4.2816162109375E-05;-1.075439453125;164;100 µA;
-1.07376098632813;1056.84786933172;-4.19921875E-05;-1.07574462890625;165;100 µA;
-1.07269287109375;1057.06149233118;-4.1961669921875E-05;-1.072998046875;166;100 µA;
-1.07162475585938;1057.27511533064;-4.1717529296875E-05;-1.07147216796875;167;100 µA;
-1.070556640625;1057.4887383301;-4.0924072265625E-05;-1.07086181640625;168;100 µA;
-1.06948852539063;1057.70236132956;-4.083251953125E-05;-1.0693359375;169;100 µA;
-1.06842041015625;1057.91598432902;-4.0679931640625E-05;-1.06903076171875;170;100 µA;
-1.06735229492188;1058.12960732848;-3.9947509765625E-05;-1.068115234375;171;100 µA;
-1.0662841796875;1058.34323032794;-3.985595703125E-05;-1.06536865234375;172;100 µA;
-1.06521606445313;1058.5568533274;-3.9764404296875E-05;-1.06719970703125;173;100 µA;
-1.06414794921875;1058.77047632686;-3.887939453125E-05;-1.06536865234375;174;100 µA;
-1.06307983398438;1058.98409932632;-3.863525390625E-05;-1.06414794921875;175;100 µA;
-1.06201171875;1059.19772232578;-3.875732421875E-05;-1.0626220703125;176;100 µA;
-1.06094360351563;1059.41134532524;-3.790283203125E-05;-1.06170654296875;177;100 µA;
-1.05987548828125;1059.6249683247;-3.765869140625E-05;-1.06048583984375;178;100 µA;
-1.05880737304688;1059.83859132416;-3.77197265625E-05;-1.05987548828125;179;100 µA;
-1.0577392578125;1060.05221432363;-3.717041015625E-05;-1.05926513671875;180;100 µA;
-1.05667114257813;1060.26583732309;-3.6773681640625E-05;-1.05804443359375;181;100 µA;
-1.05560302734375;1060.47946032255;-3.6773681640625E-05;-1.05743408203125;182;100 µA;
-1.05453491210938;1060.69308332201;-3.6346435546875E-05;-1.0546875;183;100 µA;
-1.053466796875;1060.90670632147;-3.5919189453125E-05;-1.0546875;184;100 µA;
-1.05239868164063;1061.12032932093;-3.594970703125E-05;-1.05224609375;185;100 µA;
-1.05133056640625;1061.33395232039;-3.55224609375E-05;-1.05224609375;186;100 µA;
-1.05026245117188;1061.54757531985;-3.4881591796875E-05;-1.05010986328125;187;100 µA;
-1.0491943359375;1061.76119831931;-3.5186767578125E-05;-1.05010986328125;188;100 µA;
-1.04812622070313;1061.97482131877;-3.466796875E-05;-1.04949951171875;189;100 µA;
-1.04705810546875;1062.18844431823;-3.387451171875E-05;-1.04705810546875;190;100 µA;
-1.04598999023438;1062.40206731769;-3.4332275390625E-05;-1.04644775390625;191;100 µA;
-1.044921875;1062.61569031715;-3.4027099609375E-05;-1.04583740234375;192;100 µA;
-1.04385375976563;1062.82931331661;-3.3172607421875E-05;-1.04339599609375;193;100 µA;
-1.04278564453125;1063.04293631607;-3.338623046875E-05;-1.04217529296875;194;100 µA;
-1.04171752929688;1063.25655931554;-3.3203125E-05;-1.04156494140625;195;100 µA;
-1.0406494140625;1063.470182315;-3.2379150390625E-05;-1.0406494140625;196;100 µA;
-1.03958129882813;1063.68380531446;-3.2501220703125E-05;-1.04034423828125;197;100 µA;
-1.03851318359375;1063.89742831392;-3.2470703125E-05;-1.03851318359375;198;100 µA;
-1.03744506835938;1064.11105131338;-3.1707763671875E-05;-1.03759765625;199;100 µA;
-1.036376953125;1064.32467431284;-3.1829833984375E-05;-1.036376953125;200;100 µA;
-1.03530883789063;1064.5382973123;-3.1829833984375E-05;-1.0357666015625;201;100 µA;
-1.03424072265625;1064.75192031176;-3.1280517578125E-05;-1.0357666015625;202;100 µA;
-1.03317260742188;1064.96554331122;-3.1036376953125E-05;-1.03363037109375;203;100 µA;
-1.0321044921875;1065.17916631068;-3.1219482421875E-05;-1.03302001953125;204;100 µA;
-1.03103637695313;1065.39278931014;-3.033447265625E-05;-1.03118896484375;205;100 µA;
-1.02996826171875;1065.6064123096;-3.0487060546875E-05;-1.02996826171875;206;100 µA;
-1.02890014648438;1065.82003530906;-3.06396484375E-05;-1.0284423828125;207;100 µA;
-1.02783203125;1066.03365830852;-2.9937744140625E-05;-1.02935791015625;208;100 µA;
-1.02676391601563;1066.24728130798;-2.9754638671875E-05;-1.02783203125;209;100 µA;
-1.02569580078125;1066.46090430745;-2.972412109375E-05;-1.02569580078125;210;100 µA;
-1.02462768554688;1066.67452730691;-2.923583984375E-05;-1.02630615234375;211;100 µA;
-1.0235595703125;1066.88815030637;-2.923583984375E-05;-1.02508544921875;212;100 µA;
-1.02249145507813;1067.10177330583;-2.9205322265625E-05;-1.0235595703125;213;100 µA;
-1.02142333984375;1067.31539630529;-2.886962890625E-05;-1.02203369140625;214;100 µA;
-1.02035522460938;1067.52901930475;-2.838134765625E-05;-1.02142333984375;215;100 µA;
-1.019287109375;1067.74264230421;-2.874755859375E-05;-1.02081298828125;216;100 µA;
-1.01821899414063;1067.95626530367;-2.8106689453125E-05;-1.01837158203125;217;100 µA;
-1.01715087890625;1068.16988830313;-2.7740478515625E-05;-1.01654052734375;218;100 µA;
-1.01608276367188;1068.38351130259;-2.7862548828125E-05;-1.01654052734375;219;100 µA;
-1.0150146484375;1068.59713430205;-2.77099609375E-05;-1.0174560546875;220;100 µA;
-1.01394653320313;1068.81075730151;-2.7130126953125E-05;-1.01409912109375;221;100 µA;
-1.01287841796875;1069.02438030097;-2.728271484375E-05;-1.01318359375;222;100 µA;
-1.01181030273438;1069.23800330043;-2.691650390625E-05;-1.01287841796875;223;100 µA;
-1.0107421875;1069.45162629989;-2.618408203125E-05;-1.01165771484375;224;100 µA;
-1.00967407226563;1069.66524929935;-2.6641845703125E-05;-1.01043701171875;225;100 µA;
-1.00860595703125;1069.87887229882;-2.6397705078125E-05;-1.01043701171875;226;100 µA;
-1.00753784179688;1070.09249529828;-2.5665283203125E-05;-1.0089111328125;227;100 µA;
-1.0064697265625;1070.30611829774;-2.6031494140625E-05;-1.00677490234375;228;100 µA;
-1.00540161132813;1070.5197412972;-2.581787109375E-05;-1.0052490234375;229;100 µA;
-1.00433349609375;1070.73336429666;-2.5115966796875E-05;-1.0052490234375;230;100 µA;
-1.00326538085938;1070.94698729612;-2.532958984375E-05;-1.0040283203125;231;100 µA;
-1.002197265625;1071.16061029558;-2.5238037109375E-05;-1.00250244140625;232;100 µA;
-1.00112915039063;1071.37423329504;-2.47802734375E-05;-1.00189208984375;233;100 µA;
-1.00006103515625;1071.5878562945;-2.4749755859375E-05;-1.0009765625;234;100 µA;
-0.998992919921875;1071.80147929396;-2.4627685546875E-05;-0.99945068359375;235;100 µA;
-0.9979248046875;1072.01510229342;-2.423095703125E-05;-0.99853515625;236;100 µA;
-0.996856689453125;1072.22872529288;-2.4169921875E-05;-0.99822998046875;237;100 µA;
-0.99578857421875;1072.44234829234;-2.4139404296875E-05;-0.99639892578125;238;100 µA;
-0.994720458984375;1072.6559712918;-2.349853515625E-05;-0.99456787109375;239;100 µA;
-0.99365234375;1072.86959429126;-2.3468017578125E-05;-0.99517822265625;240;100 µA;
-0.992584228515625;1073.08321729073;-2.3681640625E-05;-0.99365234375;241;100 µA;
-0.99151611328125;1073.29684029019;-2.301025390625E-05;-0.99212646484375;242;100 µA;
-0.990447998046875;1073.51046328965;-2.2857666015625E-05;-0.99090576171875;243;100 µA;
-0.9893798828125;1073.72408628911;-2.3040771484375E-05;-0.99090576171875;244;100 µA;
-0.988311767578125;1073.93770928857;-2.2369384765625E-05;-0.98968505859375;245;100 µA;
-0.98724365234375;1074.15133228803;-2.2186279296875E-05;-0.98785400390625;246;100 µA;
-0.986175537109375;1074.36495528749;-2.2430419921875E-05;-0.986328125;247;100 µA;
-0.985107421875;1074.57857828695;-2.197265625E-05;-0.98541259765625;248;100 µA;
-0.984039306640625;1074.79220128641;-2.166748046875E-05;-0.98480224609375;249;100 µA;
-0.98297119140625;1075.00582428587;-2.1759033203125E-05;-0.98388671875;250;100 µA;
-0.981903076171875;1075.21944728533;-2.1331787109375E-05;-0.98052978515625;251;100 µA;
-0.9808349609375;1075.43307028479;-2.11181640625E-05;-0.9820556640625;252;100 µA;
-0.979766845703125;1075.64669328425;-2.117919921875E-05;-0.98175048828125;253;100 µA;
-0.97869873046875;1075.86031628371;-2.1087646484375E-05;-0.97869873046875;254;100 µA;
-0.977630615234375;1076.07393928317;-2.0416259765625E-05;-0.97747802734375;255;100 µA;
-0.9765625;1076.28756228264;-2.0965576171875E-05;-0.97747802734375;256;100 µA;
-0.975494384765625;1076.5011852821;-2.001953125E-05;-0.9747314453125;257;100 µA;
-0.97442626953125;1076.71480828156;-1.983642578125E-05;-0.9747314453125;258;100 µA;
-0.973358154296875;1076.92843128102;-1.9866943359375E-05;-0.97320556640625;259;100 µA;
-0.9722900390625;1077.14205428048;-1.9683837890625E-05;-0.97320556640625;260;100 µA;
-0.971221923828125;1077.35567727994;-1.910400390625E-05;-0.9722900390625;261;100 µA;
-0.97015380859375;1077.5693002794;-1.934814453125E-05;-0.96954345703125;262;100 µA;
-0.969085693359375;1077.78292327886;-1.9134521484375E-05;-0.96954345703125;263;100 µA;
-0.968017578125;1077.99654627832;-1.8402099609375E-05;-0.96893310546875;264;100 µA;
-0.966949462890625;1078.21016927778;-1.8646240234375E-05;-0.96771240234375;265;100 µA;
-0.96588134765625;1078.42379227724;-1.8524169921875E-05;-0.966796875;266;100 µA;
-0.964813232421875;1078.6374152767;-1.7791748046875E-05;-0.965576171875;267;100 µA;
-0.9637451171875;1078.85103827616;-1.800537109375E-05;-0.96466064453125;268;100 µA;
-0.962677001953125;1079.06466127562;-1.7852783203125E-05;-0.96282958984375;269;100 µA;
-0.96160888671875;1079.27828427508;-1.739501953125E-05;-0.9625244140625;270;100 µA;
-0.960540771484375;1079.49190727454;-1.7578125E-05;-0.96160888671875;271;100 µA;
-0.95947265625;1079.70553027401;-1.7730712890625E-05;-0.9600830078125;272;100 µA;
-0.958404541015625;1079.91915327347;-1.702880859375E-05;-0.95916748046875;273;100 µA;
-0.95733642578125;1080.13277627293;-1.690673828125E-05;-0.95703125;274;100 µA;
-0.956268310546875;1080.34639927239;-1.6937255859375E-05;-0.9564208984375;275;100 µA;
-0.9552001953125;1080.56002227185;-1.6387939453125E-05;-0.9552001953125;276;100 µA;
-0.954132080078125;1080.77364527131;-1.6082763671875E-05;-0.95428466796875;277;100 µA;
-0.95306396484375;1080.98726827077;-1.6326904296875E-05;-0.95367431640625;278;100 µA;
-0.951995849609375;1081.20089127023;-1.580810546875E-05;-0.95184326171875;279;100 µA;
-0.950927734375;1081.41451426969;-1.556396484375E-05;-0.95184326171875;280;100 µA;
-0.949859619140625;1081.62813726915;-1.57470703125E-05;-0.95062255859375;281;100 µA;
-0.94879150390625;1081.84176026861;-1.5289306640625E-05;-0.948486328125;282;100 µA;
-0.947723388671875;1082.05538326807;-1.507568359375E-05;-0.948486328125;283;100 µA;
-0.9466552734375;1082.26900626753;-1.5228271484375E-05;-0.9478759765625;284;100 µA;
-0.945587158203125;1082.48262926699;-1.4801025390625E-05;-0.947265625;285;100 µA;
-0.94451904296875;1082.69625226645;-1.4404296875E-05;-0.9454345703125;286;100 µA;
-0.943450927734375;1082.90987526592;-1.46484375E-05;-0.94390869140625;287;100 µA;
-0.9423828125;1083.12349826538;-1.446533203125E-05;-0.943603515625;288;100 µA;
-0.941314697265625;1083.33712126484;-1.3885498046875E-05;-0.94329833984375;289;100 µA;
-0.94024658203125;1083.5507442643;-1.422119140625E-05;-0.9405517578125;290;100 µA;
-0.939178466796875;1083.76436726376;-1.42425537109375E-05;-0.93963623046875;291;100 µA;
-0.9381103515625;1083.97799026322;-1.3739013671875E-05;-0.938720703125;292;100 µA;
-0.937042236328125;1084.19161326268;-1.39556884765625E-05;-0.93780517578125;293;100 µA;
-0.93597412109375;1084.40523626214;-1.3861083984375E-05;-0.9375;294;100 µA;
-0.934906005859375;1084.6188592616;-1.312255859375E-05;-0.9356689453125;295;100 µA;
-0.933837890625;1084.83248226106;-1.34918212890625E-05;-0.93536376953125;296;100 µA;
-0.932769775390625;1085.04610526052;-1.34429931640625E-05;-0.93475341796875;297;100 µA;
-0.93170166015625;1085.25972825998;-1.2982177734375E-05;-0.93475341796875;298;100 µA;
-0.930633544921875;1085.47335125944;-1.3055419921875E-05;-0.9320068359375;299;100 µA;
-0.9295654296875;1085.6869742589;-1.31805419921875E-05;-0.93048095703125;300;100 µA;
-0.928497314453125;1085.90059725836;-1.25640869140625E-05;-0.9295654296875;301;100 µA;
-0.92742919921875;1086.11422025783;-1.2359619140625E-05;-0.92864990234375;302;100 µA;
-0.926361083984375;1086.32784325729;-1.279296875E-05;-0.9271240234375;303;100 µA;
-0.92529296875;1086.54146625675;-1.21917724609375E-05;-0.92620849609375;304;100 µA;
-0.924224853515625;1086.75508925621;-1.20880126953125E-05;-0.926513671875;305;100 µA;
-0.92315673828125;1086.96871225567;-1.23870849609375E-05;-0.92498779296875;306;100 µA;
-0.922088623046875;1087.18233525513;-1.1834716796875E-05;-0.9228515625;307;100 µA;
-0.9210205078125;1087.39595825459;-1.1737060546875E-05;-0.9210205078125;308;100 µA;
-0.919952392578125;1087.60958125405;-1.1859130859375E-05;-0.92010498046875;309;100 µA;
-0.91888427734375;1087.82320425351;-1.15203857421875E-05;-0.92010498046875;310;100 µA;
-0.917816162109375;1088.03682725297;-1.13555908203125E-05;-0.91827392578125;311;100 µA;
