Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range;Overload
-1.19888305664063;1826.03995038969;-0.0445343017578125;-1.2005615234375;1;10 mA;
-1.19781494140625;1826.25357338915;-0.0438446044921875;-1.19720458984375;2;10 mA;
-1.19674682617188;1826.46719638861;-0.04249267578125;-1.1968994140625;3;10 mA;
-1.1956787109375;1826.68081938807;-0.041644287109375;-1.19720458984375;4;10 mA;
-1.19461059570313;1826.89444238754;-0.04083251953125;-1.19476318359375;5;10 mA;
-1.19354248046875;1827.108065387;-0.0402557373046875;-1.19415283203125;6;10 mA;
-1.19247436523438;1827.32168838646;-0.0398193359375;-1.19232177734375;7;10 mA;
-1.19140625;1827.53531138592;-0.039471435546875;-1.19110107421875;8;10 mA;
-1.19033813476563;1827.74893438538;-0.0391876220703125;-1.19110107421875;9;10 mA;
-1.18927001953125;1827.96255738484;-0.039019775390625;-1.18896484375;10;10 mA;
-1.18820190429688;1828.1761803843;-0.0388671875;-1.1883544921875;11;10 mA;
-1.1871337890625;1828.38980338376;-0.0386505126953125;-1.18988037109375;12;10 mA;
-1.18606567382813;1828.60342638322;-0.0382965087890625;-1.1865234375;13;10 mA;
-1.18499755859375;1828.81704938268;-0.0378173828125;-1.18499755859375;14;10 mA;
-1.18392944335938;1829.03067238214;-0.03721923828125;-1.18438720703125;15;10 mA;
-1.182861328125;1829.2442953816;-0.0365020751953125;-1.1834716796875;16;10 mA;
-1.18179321289063;1829.45791838106;-0.0356658935546875;-1.18316650390625;17;10 mA;
-1.18072509765625;1829.67154138052;-0.034722900390625;-1.18133544921875;18;10 mA;
-1.17965698242188;1829.88516437998;-0.03367919921875;-1.18072509765625;19;10 mA;
-1.1785888671875;1830.09878737944;-0.0325408935546875;-1.17889404296875;20;10 mA;
-1.17752075195313;1830.31241037891;-0.0312835693359375;-1.1785888671875;21;10 mA;
-1.17645263671875;1830.52603337837;-0.029901123046875;-1.1773681640625;22;10 mA;
-1.17538452148438;1830.73965637783;-0.0283538818359375;-1.1761474609375;23;10 mA;
-1.17431640625;1830.95327937729;-0.0266510009765625;-1.17523193359375;24;10 mA;
-1.17324829101563;1831.16690237675;-0.0247802734375;-1.17462158203125;25;10 mA;
-1.17218017578125;1831.38052537621;-0.022802734375;-1.1724853515625;26;10 mA;
-1.17111206054688;1831.59414837567;-0.0207611083984375;-1.17156982421875;27;10 mA;
